Archer,Round,Experience,Bowstyle,EventName,EventType,Date,Score,Hits,Golds,Xs,Handicap,Classification,HandicapAtScore,HandicapAllowance,HandicapAdjustedScore
Patrick Huston,WA 720 70m,Experienced,Recurve,Pod,Competition (Non Record Status),2020-08-11,646,72,,,19,1st,10,764,1410
Patrick Huston,WA 720 70m,Experienced,Recurve,Bowbrook,Practice Session,2020-08-01,639,72,,,20,1st,10,764,1403
Patrick Huston,WA 720 70m,Experienced,Recurve,Pod,Practice Session,2020-07-30,644,72,,,19,1st,10,764,1408
Patrick Huston,WA 720 70m,Experienced,Recurve,Pod,Practice Session,2020-07-29,641,72,,,20,1st,10,764,1405
Patrick Huston,WA 720 70m,Experienced,Recurve,Pod,Practice Session,2020-07-29,643,72,,,19,1st,10,764,1407
Patrick Huston,WA 720 70m,Experienced,Recurve,Pod,Practice Session,2020-07-28,626,72,,,23,1st,10,764,1390
Patrick Huston,WA 720 70m,Experienced,Recurve,Bowbrook,Competition (Non Record Status),2020-07-07,642,72,,,20,1st,10,764,1406
Patrick Huston,WA 720 70m,Experienced,Recurve,Lilleshall,Practice Session,2020-06-24,658,72,,,16,1st,10,764,1422
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Bowbrook,Practice Session,2020-06-13,333,36,,,13,2nd,,,
Patrick Huston,Short Metric,Experienced,Recurve,Bowbrook,Practice Session,2020-06-11,678,72,,,14,3rd,,751,1429
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Bowbrook,Practice Session,2020-06-09,329,36,,,16,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Bowbrook,Practice Session,2020-06-06,328,36,,,16,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Bowbrook,Practice Session,2020-06-04,330,36,,,15,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Bowbrook,Practice Session,2020-05-28,328,36,,,16,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Bowbrook,Practice Session,2020-05-19,325,36,,,18,2nd,,,
Patrick Huston,90m 122cm 10 Zone,Experienced,Recurve,Bowbrook ,Practice Session,2020-05-19,300,36,,,20,2nd,,,
Patrick Huston,WA 25m,Experienced,Recurve,James,Practice Session,2020-05-08,574,60,,,16,B,4,847,1421
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland,Practice Session,2020-03-20,680,72,,,9,1st,10,764,1444
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland ,Practice Session,2020-03-18,661,72,,,15,1st,10,764,1425
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland,Practice Session,2020-03-15,679,72,,,9,1st,10,764,1443
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland ,Practice Session,2020-03-14,681,72,,,9,1st,10,764,1445
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland,Practice Session,2020-03-13,338,36,,,10,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland,Practice Session,2020-03-12,648,72,,,18,1st,10,764,1412
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland matches,Practice Session,2020-03-08,345,36,,,5,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland selection group,Competition (Non Record Status),2020-03-07,676,72,,,10,1st,,761,1437
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Turkey,Practice Session,2020-02-25,334,36,,,13,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Turkey,Practice Session,2020-02-22,339,36,,,9,2nd,,,
Patrick Huston,WA 720 (70m) (Indoors),Experienced,Recurve,Turkey 60m perspective ,Competition (Non Record Status),2020-02-22,671,72,,,12,A,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Turkey camp,Competition (Non Record Status),2020-02-20,645,72,,,19,1st,,761,1406
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland,Practice Session,2020-02-11,335,36,,,12,2nd,,,
Patrick Huston,40m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2020-01-25,351,36,,,15,Archer,,,
Patrick Huston,40m 122cm 10 Zone,Experienced,Recurve,Pod,Practice Session,2020-01-25,352,36,,,14,Archer,,,
Patrick Huston,40m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2020-01-19,353,36,,,13,Archer,,,
Patrick Huston,40m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2020-01-19,346,36,,,20,Archer,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland ,Practice Session,2020-01-17,330,36,,,15,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland,Practice Session,2020-01-11,331,36,,,14,2nd,,,
Patrick Huston,WA 25m,Experienced,Recurve,Bowbrook,Practice Session,2020-01-07,576,60,,,15,B,4,847,1423
Patrick Huston,Portsmouth,Experienced,Recurve,Nics,Competition (Non Record Status),2020-01-04,594,60,,,12,A,4,841,1435
Patrick Huston,Portsmouth,Experienced,Recurve,Nics,Competition (Non Record Status),2020-01-04,591,60,,,15,B,4,841,1432
Patrick Huston,WA 720 70m,Experienced,Recurve,Vityel,Practice Session,2019-12-19,622,72,,,24,1st,,764,1386
Patrick Huston,WA 18m,Experienced,Recurve,British indoors,Record Status Competition,2019-12-18,568,60,,,18,B,4,848,1416
Patrick Huston,WA 720 70m,Experienced,Recurve,Vittel,Competition (Non Record Status),2019-12-18,663,72,,,14,1st,,764,1427
Patrick Huston,WA 720 70m,Experienced,Recurve,Vittle,Competition (Non Record Status),2019-12-17,659,72,,,15,1st,,764,1423
Patrick Huston,WA 18m,Experienced,Recurve,B2b,Competition (Non Record Status),2019-12-01,572,60,,,16,B,4,848,1420
Patrick Huston,WA 18m,Experienced,Recurve,B2b,Competition (Non Record Status),2019-12-01,558,60,,,22,C,4,848,1406
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Belek ,Practice Session,2019-11-23,329,36,,,16,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Gloria sports arena,Practice Session,2019-11-22,324,36,,,18,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Belek,Practice Session,2019-11-21,328,36,,,16,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Belek,Practice Session,2019-11-19,319,36,,,20,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Sutherland ,Practice Session,2019-11-13,653,72,,,17,1st,,764,1417
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2019-11-04,587,60,,,18,B,4,841,1428
Patrick Huston,WA 720 70m,Experienced,Recurve,Aphrodite cup,Record Status Competition,2019-11-01,654,72,,,17,1st,,764,1418
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-10-23,622,72,,,24,1st,,764,1386
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Sutherland,Practice Session,2019-10-13,331,36,,,14,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-10-13,331,36,,,14,2nd,,,
Patrick Huston,20m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-09-26,356,36,,,29,Archer,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,NT belfast,Record Status Competition,2019-08-25,614,72,,,25,1st,,764,1378
Patrick Huston,WA 720 70m,Experienced,Recurve,NT Belfast,Record Status Competition,2019-08-25,631,72,,,22,1st,,764,1395
Patrick Huston,WA 720 70m,Experienced,Recurve,NT Belfast ,Record Status Competition,2019-08-24,602,72,,,27,1st,,764,1366
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-08-20,666,72,,,13,1st,,764,1430
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-08-15,323,36,,,19,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,NT Glen,Record Status Competition,2019-07-21,647,72,,,18,1st,,764,1411
Patrick Huston,WA 720 70m,Experienced,Recurve,NT Glen,Record Status Competition,2019-07-21,647,72,,,18,1st,,764,1411
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-06-20,679,72,,,9,1st,,764,1443
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-06-15,337,36,,,11,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,World champs netherlands,Record Status Competition,2019-06-11,675,72,,,11,1st,,764,1439
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-06-09,346,36,,,4,2nd,,,
Patrick Huston,60m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-06-06,350,36,,,5,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-06-05,676,72,,,10,1st,,764,1440
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-06-05,673,72,,,11,1st,,764,1437
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice (Informal),Practice (Informal),2019-06-04,666,72,,,13,1st,,764,1430
Patrick Huston,WA 1440 Gents,Experienced,Recurve,U.K. master,Record Status Competition,2019-06-01,1331,144,,,14,GMB*,,88,1419
Patrick Huston,WA 720 70m,Experienced,Recurve,Wc shanghai,Record Status Competition,2019-05-28,649,72,,,18,1st,,764,1413
Patrick Huston,WA 1440 Gents,Experienced,Recurve,Meriden,Record Status Competition,2019-05-27,1328,143,,,14,GMB*,,88,1416
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-05-26,659,72,,,15,1st,,764,1423
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-05-23,662,72,,,15,1st,,764,1426
Patrick Huston,WA 720 70m,Experienced,Recurve,Wc antalya,Record Status Competition,2019-05-21,667,72,,,13,1st,,764,1431
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-05-17,663,72,,,14,1st,,764,1427
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-05-16,667,72,,,13,1st,,764,1431
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-04-29,671,72,,,12,1st,,764,1435
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-04-28,346,36,,,4,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-04-20,338,36,,,10,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-04-19,343,36,,,7,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-04-19,344,36,,,6,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-04-18,668,72,,,13,1st,,764,1432
Patrick Huston,WA 720 70m,Experienced,Recurve,Longmynd,Record Status Competition,2019-04-14,638,72,,,21,1st,,764,1402
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection,Record Status Competition,2019-03-30,659,72,,,15,1st,,764,1423
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection,Record Status Competition,2019-03-30,653,72,,,17,1st,,764,1417
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection,Record Status Competition,2019-03-28,651,72,,,17,1st,,764,1415
Patrick Huston,WA 720 70m,Experienced,Recurve,Selection,Record Status Competition,2019-03-28,667,72,,,13,1st,,764,1431
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-03-26,339,36,,,9,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Competition (Non Record Status),Competition (Non Record Status),2019-03-22,676,72,,,10,1st,,764,1440
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-03-22,676,72,,,10,1st,,764,1440
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-03-20,654,72,,,17,1st,,764,1418
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-03-18,671,72,,,12,1st,,764,1435
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-03-17,653,72,,,17,1st,,764,1417
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-03-17,671,72,,,12,1st,,764,1435
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-02-27,334,36,,,13,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-02-24,680,72,,,9,1st,,764,1444
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-02-22,316,36,,,22,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-02-20,327,36,,,17,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-02-17,319,36,,,20,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-02-15,338,36,,,10,2nd,10,764,1102
Patrick Huston,Bray I,Experienced,Recurve,Vegas,Record Status Competition,2019-02-09,288,30,,,14,A,,1143,1431
Patrick Huston,Bray I,Experienced,Recurve,Vegas,Competition (Non Record Status),2019-02-08,283,30,,,18,B,,1143,1426
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Record Status Competition,2019-02-07,291,30,,,11,A,,1143,1434
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2019-02-04,589,60,,,7,A,,846,1435
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-02-02,335,36,,,12,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-01-29,671,72,,,12,1st,10,764,1435
Patrick Huston,WA 720 (70m) (Indoors),Experienced,Recurve,Practice Session,Practice Session,2019-01-29,671,72,,,12,A,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-01-26,308,36,,,25,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-01-26,663,72,,,14,1st,10,764,1427
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-01-26,642,72,,,20,1st,10,764,1406
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-01-25,326,36,,,17,2nd,,,
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2019-01-24,292,30,,,10,A,,1143,1435
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-01-23,661,72,,,15,1st,10,764,1425
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2019-01-23,642,72,,,20,1st,10,764,1406
Patrick Huston,WA 18m,Experienced,Recurve,Nîmes iwc,Record Status Competition,2019-01-19,588,60,,,8,A,,846,1434
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2019-01-17,584,60,,,10,A,2,846,1430
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2019-01-17,576,60,,,14,A,2,846,1422
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2019-01-16,292,30,,,10,A,2,1143,1435
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2019-01-14,589,60,,,7,A,2,846,1435
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2019-01-13,327,36,,,17,2nd,,,
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2019-01-12,580,60,,,12,A,2,846,1426
Patrick Huston,Portsmouth,Experienced,Recurve,Nics,Competition (Non Record Status),2019-01-05,590,60,,,16,B,2,841,1431
Patrick Huston,Portsmouth,Experienced,Recurve,Nics,Competition (Non Record Status),2018-12-23,595,60,,,11,A,2,841,1436
Patrick Huston,Portsmouth,Experienced,Recurve,Nics,Competition (Non Record Status),2018-12-23,588,60,,,17,B,2,841,1429
Patrick Huston,WA 18m,Experienced,Recurve,Rome world series,Record Status Competition,2018-12-16,581,60,,,12,A,2,846,1427
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2018-12-10,288,30,,,14,A,2,1143,1431
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2018-12-07,591,60,,,15,B,2,841,1432
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2018-12-05,581,60,,,12,A,2,846,1427
Patrick Huston,WA 18m,Experienced,Recurve,Gt Open,Record Status Competition,2018-11-24,592,60,,,4,A,2,846,1438
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Record Status Competition,2018-11-18,295,30,,,6,A,2,1143,1438
Patrick Huston,Vegas,Experienced,Recurve,Practice Session,Record Status Competition,2018-11-18,585,60,,,10,A,2,846,1431
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2018-11-16,297,30,,,3,A,2,1143,1440
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2018-11-15,581,60,,,12,A,2,846,1427
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2018-11-10,582,60,,,11,A,2,846,1428
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2018-11-10,579,60,,,13,A,2,846,1425
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2018-11-08,293,30,,,8,A,2,1143,1436
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2018-11-07,292,30,,,10,A,2,1143,1435
Patrick Huston,WA 18m,Experienced,Recurve,Wyre Forest,Record Status Competition,2018-11-04,582,60,,,11,A,2,846,1428
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2018-11-03,292,30,,,10,A,2,1143,1435
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2018-11-02,290,30,,,12,A,2,1143,1433
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2018-10-30,596,60,,,10,A,,841,1437
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2018-10-27,297,30,,,3,A,2,1143,1440
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2018-10-26,579,60,,,13,A,2,846,1425
Patrick Huston,Bray I,Experienced,Recurve,Practice Session,Practice Session,2018-10-25,289,30,,,13,A,2,1143,1432
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-10-17,326,36,,,17,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2018-10-17,631,72,,,22,1st,9,761,1392
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2018-10-11,596,60,,,10,A,2,841,1437
Patrick Huston,WA 18m,Experienced,Recurve,Practice Session,Practice Session,2018-10-10,579,60,,,13,A,2,846,1425
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2018-10-09,595,60,,,11,A,2,841,1436
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2018-10-08,595,60,,,11,A,2,841,1436
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2018-10-05,592,60,,,14,A,2,841,1433
Patrick Huston,Stafford,Experienced,Recurve,Practice Session,Practice Session,2018-09-29,697,72,,,15,B,,724,1421
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2018-09-28,590,60,,,16,B,,841,1431
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2018-09-27,589,60,,,16,B,2,841,1430
Patrick Huston,Portsmouth,Experienced,Recurve,Practice Session,Practice Session,2018-09-25,590,60,,,16,B,2,841,1431
Patrick Huston,WA 720 70m,Experienced,Recurve,Europeans,Record Status Competition,2018-08-28,649,72,,,18,1st,9,761,1410
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2018-08-17,671,72,,,12,1st,9,761,1432
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-08-15,339,36,,,9,2nd,,,
Patrick Huston,WA 1440 Gents,Experienced,Recurve,British target champs,Record Status Competition,2018-08-13,1290,144,,,19,GMB*,9,82,1372
Patrick Huston,WA 720 70m,Experienced,Recurve,British target chamsp,Record Status Competition,2018-08-12,654,72,,,17,1st,9,761,1415
Patrick Huston,WA 720 70m,Experienced,Recurve,WC Berlin,Record Status Competition,2018-07-17,665,72,,,14,1st,9,761,1426
Patrick Huston,50m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-07-06,340,36,,,18,3rd,,,
Patrick Huston,60m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-06-14,339,36,,,14,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Ns evesham,Record Status Competition,2018-06-11,647,72,,,18,1st,9,761,1408
Patrick Huston,WA 720 70m,Experienced,Recurve,NS Evesham,Record Status Competition,2018-06-09,635,72,,,21,1st,9,761,1396
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2018-06-08,667,72,,,13,1st,9,761,1427
Patrick Huston,50m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-06-05,354,36,,,6,3rd,,,
Patrick Huston,WA 1440 Gents,Experienced,Recurve,UK Masters ,Record Status Competition,2018-06-03,1280,144,,,20,GMB*,9,82,1362
Patrick Huston,WA 720 70m,Experienced,Recurve,UK Masters day 1 ,Record Status Competition,2018-06-02,667,72,,,13,1st,9,761,1428
Patrick Huston,WA 720 70m,Experienced,Recurve,WC Antalya,Record Status Competition,2018-05-21,673,72,,,11,1st,9,761,1434
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-05-20,340,36,,,9,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2018-05-12,674,72,,,11,1st,9,761,1435
Patrick Huston,WA 720 70m,Experienced,Recurve,Bucks or Bounty,Record Status Competition,2018-05-05,687,72,41,,6,1st,9,761,1448
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-05-04,339,36,,,9,2nd,,,
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-05-04,333,36,,,13,2nd,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,WC Shanghai,Record Status Competition,2018-04-25,645,72,,,19,1st,12,770,1413
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2018-04-14,666,72,,,13,1st,12,770,1436
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-04-07,340,36,,,9,1st,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Bagatir,Record Status Competition,2018-03-30,642,72,,,20,1st,12,770,1412
Patrick Huston,WA 720 70m,Experienced,Recurve,Antalya training camp,Competition (Non Record Status),2018-03-25,658,72,,,16,1st,12,770,1428
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2018-03-24,654,72,,,17,1st,12,770,1424
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2018-03-23,664,72,,,14,1st,12,770,1434
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-03-22,339,36,,,9,1st,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2018-03-20,672,72,,,12,1st,12,770,1442
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2018-03-20,661,72,,,15,1st,12,770,1431
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-03-18,331,36,,,14,1st,,,
Patrick Huston,WA 720 70m,Experienced,Recurve,Practice Session,Practice Session,2018-03-17,665,72,,,14,1st,12,770,1435
Patrick Huston,50m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-03-16,346,36,,,14,3rd,,,
Patrick Huston,50m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-03-16,346,36,,,14,3rd,7,760,1452
Patrick Huston,50m 122cm 10 Zone,Experienced,Recurve,Practice Session,Practice Session,2018-03-12,341,36,,,18,3rd,,,
Patrick Huston,50m 122cm 10 Zone,Experienced,Recurve,pod,Practice Session,2018-03-12,341,,,,18,3rd,10,769,1451
Patrick Huston,NFAA Vegas,Experienced,Recurve,vegas,Record Status Competition,2018-02-11,292,,,,10,A,2,846,1138
Patrick Huston,NFAA Vegas,Experienced,Recurve,vegas,Record Status Competition,2018-02-10,295,,,,6,A,2,846,1141
Patrick Huston,NFAA Vegas,Experienced,Recurve,vegas,Record Status Competition,2018-02-09,293,,,,9,A,2,846,1139
Patrick Huston,NFAA Vegas,Experienced,Recurve,pod,Practice Session,2018-02-06,294,,,,8,A,2,846,1140
Patrick Huston,WA 18m,Experienced,Recurve,pod,Practice Session,2018-02-05,588,,,,8,A,2,846,1434
Patrick Huston,WA 18m,Experienced,Recurve,Lancaster,Record Status Competition,2018-01-27,573,,,,16,B,2,846,1419
Patrick Huston,WA 18m,Experienced,Recurve,IWC Nimes,Record Status Competition,2018-01-19,570,,,,17,B,2,846,1416
Patrick Huston,WA 18m,Experienced,Recurve,NI Squad,Practice Session,2018-01-08,583,,,,11,A,2,846,1429
Patrick Huston,Portsmouth,Experienced,Recurve,MCA ,Record Status Competition,2018-01-05,599,,,,5,A,2,841,1440
Patrick Huston,Portsmouth,Experienced,Recurve,MCA ,Record Status Competition,2018-01-05,596,,,,10,A,2,841,1437
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,NI Squad,Practice Session,2017-12-28,328,,,,16,1st,,,
Patrick Huston,Bray I,Experienced,Recurve,sutherland,Practice Session,2017-12-14,297,,,,3,A,2,1143,1440
Patrick Huston,70m 122cm 10 Zone,Experienced,Recurve,sutherland,Practice Session,2017-12-12,339,,,,9,1st,,,
Patrick Huston,Bray I,Experienced,Recurve,pod,Practice Session,2017-12-11,294,,,,7,A,2,1143,1437
Patrick Huston,WA 18m,Experienced,Recurve,NI Indoors,Record Status Competition,2017-12-08,582,,,,11,A,2,846,1428
Patrick Huston,WA 18m,Experienced,Recurve,British Indoors,Record Status Competition,2017-12-03,583,,,,11,A,2,846,1429
Patrick Huston,WA 18m,Experienced,Recurve,Back to Back,Record Status Competition,2017-12-02,591,,,,5,A,2,846,1437
Patrick Huston,Bray I,Experienced,Recurve,Kings Of Archery,Record Status Competition,2017-11-26,298,,,,0,A,2,1143,1441
Patrick Huston,WA 18m,Experienced,Recurve,Kings Of Archery,Record Status Competition,2017-11-25,586,,,,9,A,4,848,1434
Patrick Huston,Bray I,Experienced,Recurve,pod,Practice Session,2017-11-20,296,,,,4,A,4,1144,1440
Patrick Huston,WA 18m,Experienced,Recurve,GT Open,Record Status Competition,2017-11-18,594,,,,2,A,4,848,1442
Patrick Huston,Bray I,Experienced,Recurve,pod,Practice Session,2017-11-15,292,,,,10,A,5,1145,1437
Patrick Huston,WA 18m,Experienced,Recurve,IWC Marrakech,Record Status Competition,2017-11-11,592,,,,4,A,5,849,1441
Patrick Huston,WA 18m,Experienced,Recurve,pod,Practice Session,2017-11-07,589,,,,7,A,5,849,1438
Patrick Huston,WA 18m,Experienced,Recurve,Wyre Forest,Record Status Competition,2017-11-05,591,,,,5,A,5,849,1440
